"TSID";"STARTDATE";"ENDDATE";"STARTLEVEL";"ENDLEVEL"
3;"2019-03-06 05:56:42";"2019-03-06 07:42:16";137,7;131,5
3;"2019-03-06 12:05:54";"2019-03-06 14:17:54";131,5;119,5
3;"2019-03-11 08:55:57";"2019-03-11 10:24:16";117,6;110,7
3;"2019-03-11 13:17:48";"2019-03-11 14:58:29";103,9;93,3
3;"2019-03-12 07:49:05";"2019-03-12 08:00:15";93,3;87,7
3;"2019-03-12 08:47:04";"2019-03-12 09:00:33";83,8;322,7
3;"2019-03-12 09:00:33";"2019-03-12 09:16:23";322,7;317,3
3;"2019-03-12 12:12:35";"2019-03-12 13:01:35";317,3;312,2
3;"2019-03-13 04:52:36";"2019-03-13 10:55:36";312,2;189,5
3;"2019-03-13 11:05:36";"2019-03-13 16:31:40";189,5;34
3;"2019-03-18 06:46:51";"2019-03-18 07:56:59";29,2;23,2
3;"2019-03-18 12:56:57";"2019-03-18 13:03:57";20,9;159,2
3;"2019-03-18 13:03:57";"2019-03-18 15:01:57";159,2;151,8
3;"2019-03-19 05:34:50";"2019-03-19 07:28:50";151,8;142,8
3;"2019-03-19 11:51:35";"2019-03-19 13:20:47";139;122,6
3;"2019-03-19 13:20:47";"2019-03-19 13:32:08";122,6;314,9
3;"2019-03-19 13:32:08";"2019-03-19 13:50:08";314,9;309,4
3;"2019-03-20 07:59:29";"2019-03-20 09:33:29";309,4;301,5
3;"2019-04-10 07:00:50";"2019-04-10 08:44:08";301,5;290,9
3;"2019-04-11 12:17:10";"2019-04-11 14:11:10";288,5;279
3;"2019-04-15 07:18:11";"2019-04-15 09:34:38";274,4;263,1
3;"2019-04-29 04:27:12";"2019-04-29 06:23:15";263,1;221,5
3;"2019-04-29 06:23:15";"2019-04-29 06:32:15";221,5;327,5
3;"2019-04-29 07:00:15";"2019-04-29 11:21:59";320,3;279,6
3;"2019-04-29 11:48:59";"2019-04-29 13:29:59";277,1;236,4
3;"2019-04-29 13:43:59";"2019-04-29 14:15:59";232,6;214,3
3;"2019-04-29 14:15:59";"2019-04-29 14:34:59";214,3;202,2
3;"2019-04-29 14:44:59";"2019-04-29 14:48:59";202,2;197
3;"2019-04-29 14:59:59";"2019-04-29 15:12:59";197;188,7
3;"2019-06-25 07:42:30";"2019-06-25 10:11:38";179,7;163,4
3;"2019-06-25 14:28:31";"2019-06-25 15:51:34";162,9;151,3
3;"2019-07-09 12:29:54";"2019-07-09 14:53:53";148,4;132
3;"2019-07-10 08:18:03";"2019-07-10 08:26:03";129,8;306,3
3;"2019-07-10 08:26:03";"2019-07-10 10:34:06";306,3;260,1
3;"2019-07-10 10:57:37";"2019-07-10 11:40:37";260,1;246,5
3;"2019-07-10 11:40:37";"2019-07-10 12:10:37";246,5;236,8
3;"2019-07-10 13:35:27";"2019-07-10 15:44:27";234;214,9
3;"2019-07-10 15:59:27";"2019-07-10 16:54:27";214,9;196
3;"2019-07-10 17:13:44";"2019-07-10 18:49:44";196;164,9
3;"2019-07-11 06:38:36";"2019-07-11 09:01:19";164,3;147
3;"2019-07-12 05:11:10";"2019-07-12 05:19:10";144,4;321,3
3;"2019-07-12 05:19:10";"2019-07-12 08:07:09";321,3;259,1
3;"2019-07-12 08:29:09";"2019-07-12 09:26:09";259,1;245,4
3;"2019-07-12 11:57:57";"2019-07-12 12:49:02";240,7;223,3
3;"2019-07-12 15:09:11";"2019-07-12 15:57:11";222;211,5
3;"2019-07-12 15:57:11";"2019-07-12 18:34:10";211,5;172,3
3;"2019-07-15 13:55:56";"2019-07-15 20:33:58";170,3;165,2
3;"2019-07-16 09:30:01";"2019-07-16 13:51:59";164,2;158,3
3;"2019-08-07 07:31:58";"2019-08-07 07:59:58";151,5;144
3;"2019-08-07 07:59:58";"2019-08-07 08:07:58";144;316,8
3;"2019-08-07 08:07:58";"2019-08-07 11:20:57";316,8;232,5
3;"2019-08-07 12:00:37";"2019-08-07 14:33:00";232,5;200,2
3;"2019-08-07 14:44:25";"2019-08-08 06:53:53";200,2;171,7
3;"2019-08-08 06:53:53";"2019-08-08 07:11:28";171,7;289,3
3;"2019-08-08 07:14:28";"2019-08-08 07:15:28";289,3;281,9
3;"2019-08-08 07:15:28";"2019-08-08 10:36:21";281,9;199,8
3;"2019-08-08 10:49:21";"2019-08-08 13:53:28";199,8;145,6
3;"2019-08-08 13:53:28";"2019-08-08 14:08:28";145,6;321,2
3;"2019-08-08 14:08:28";"2019-08-08 15:51:28";321,2;284,3
3;"2019-08-15 06:38:03";"2019-08-15 07:14:04";284,3;279,1
3;"2019-08-15 07:28:21";"2019-08-15 07:54:25";279,1;272,7
3;"2019-08-15 07:54:25";"2019-08-15 07:59:22";272,7;320,7
3;"2019-08-15 07:59:22";"2019-08-15 11:07:38";320,7;234,9
3;"2019-08-15 11:23:24";"2019-08-15 12:29:05";234,9;228,4
3;"2019-08-15 13:43:32";"2019-08-15 14:44:32";228,4;198,9
3;"2019-08-15 18:45:42";"2019-08-15 19:44:06";197,7;181,3
3;"2019-08-15 19:44:06";"2019-08-15 19:54:06";181,3;314,7
3;"2019-08-15 19:54:06";"2019-08-15 21:44:06";314,7;274,5
3;"2019-08-17 08:22:23";"2019-08-17 10:11:23";274,5;258,6
3;"2019-08-21 06:55:01";"2019-08-21 13:45:22";258;114,4
3;"2019-08-21 13:45:22";"2019-08-21 13:51:32";114,4;159,5
3;"2019-08-21 13:51:32";"2019-08-21 15:20:22";159,5;112,5
3;"2019-09-03 10:22:28";"2019-09-03 10:50:01";105,6;100,1
3;"2019-09-03 12:16:32";"2019-09-03 13:31:32";100,1;89,5
3;"2019-09-04 06:19:00";"2019-09-04 06:26:00";87,2;261
3;"2019-09-04 06:26:00";"2019-09-04 09:47:10";261;200,9
3;"2019-09-04 11:23:04";"2019-09-04 14:38:35";200,1;138,7
3;"2019-10-07 11:42:05";"2019-10-07 13:50:51";133,7;126,3
3;"2019-10-11 09:19:07";"2019-10-11 10:24:21";105,9;99,5
3;"2019-10-11 12:10:54";"2019-10-11 14:06:54";99,5;92,9
3;"2019-10-16 06:24:53";"2019-10-16 07:06:54";78,4;73,1
3;"2019-10-18 06:21:16";"2019-10-18 07:13:27";70,9;63,3
3;"2019-10-18 12:14:39";"2019-10-18 12:59:39";63,3;56,9
3;"2019-10-18 12:59:39";"2019-10-21 12:11:06";56,9;67,4
3;"2019-10-22 06:25:35";"2019-10-22 07:20:36";64,8;59,7
3;"2019-10-22 07:20:36";"2019-10-22 07:30:36";59,7;292,2
3;"2019-10-22 07:30:36";"2019-10-22 10:07:10";292,2;272,3
3;"2019-10-31 08:05:05";"2019-10-31 13:22:30";272,3;246,7
3;"2019-10-31 13:38:56";"2019-10-31 14:58:14";246,7;234,5
3;"2019-11-01 05:38:56";"2019-11-01 07:48:57";234,5;215,9
3;"2019-11-01 08:03:41";"2019-11-01 09:25:46";215,9;204,5
3;"2019-11-01 11:40:49";"2019-11-01 13:14:48";203,2;188,4
3;"2019-11-07 13:05:55";"2019-11-07 15:29:29";188,4;162
3;"2019-11-08 08:10:00";"2019-11-08 10:17:00";162;153,5
3;"2019-11-14 05:47:40";"2019-11-14 10:30:39";153,5;139,3
3;"2019-11-14 12:03:46";"2019-11-27 11:52:48";139,3;111,1
3;"2019-11-27 11:52:48";"2019-11-29 05:45:46";111,1;98,8
3;"2019-11-29 05:45:46";"2019-11-29 07:12:10";98,8;92,7
3;"2019-11-29 07:12:10";"2019-11-29 07:21:10";92,7;320
3;"2019-11-29 07:21:10";"2019-11-29 14:12:10";320;249
3;"2019-12-09 11:35:34";"2019-12-09 14:51:34";245;209,9
3;"2019-12-16 12:30:43";"2019-12-16 14:12:43";206,3;191,1
3;"2019-12-25 06:58:22";"2019-12-25 13:05:02";189,1;136,1
3;"2019-12-27 07:14:59";"2019-12-27 07:56:30";131,3;126
3;"2019-12-27 07:56:30";"2019-12-27 08:03:30";126;289,1
3;"2019-12-27 08:03:30";"2019-12-27 14:58:29";289,1;214,7
3;"2019-12-28 06:20:35";"2019-12-28 09:36:45";214,7;178,1
3;"2019-12-28 09:48:14";"2019-12-28 12:24:14";178,1;144,3
3;"2020-01-09 08:40:43";"2020-01-09 10:44:05";144,3;127,4
3;"2020-01-09 12:10:57";"2020-01-09 14:36:57";127,4;101,3
3;"2020-01-09 14:36:57";"2020-02-10 08:28:21";101,3;83,6
3;"2020-02-10 08:28:21";"2020-02-10 11:27:00";83,6;69,2
3;"2020-02-10 11:27:00";"2020-02-10 11:33:00";69,2;208,6
3;"2020-02-10 11:33:00";"2020-02-10 15:08:00";208,6;179,8
3;"2020-02-14 07:20:20";"2020-02-14 09:52:20";179,8;155,3
3;"2020-02-14 11:38:18";"2020-02-14 14:34:08";155,3;127,2
3;"2020-03-03 06:11:39";"2020-03-03 07:44:06";127,2;115,9
3;"2020-03-03 07:44:06";"2020-03-03 07:51:06";115,9;255,9
3;"2020-03-03 07:51:06";"2020-03-03 10:24:06";255,9;230
3;"2020-03-03 10:24:06";"2020-03-03 10:33:06";230;140,1
3;"2020-03-03 10:33:06";"2020-03-03 12:59:05";140,1;117,5
3;"2020-03-03 12:59:05";"2020-03-03 13:07:05";117,5;277,1
3;"2020-03-03 13:07:05";"2020-03-03 16:01:05";277,1;255,6
3;"2020-03-20 06:28:32";"2020-03-20 10:12:43";246,7;224,2
3;"2020-03-20 11:14:41";"2020-03-20 11:41:41";224,2;213,4
3;"2020-03-25 06:38:57";"2020-03-25 06:46:57";210,9;117
3;"2020-03-25 06:46:57";"2020-03-25 07:59:57";117;106,9
3;"2020-03-25 07:59:57";"2020-03-25 08:07:57";106,9;264,3
3;"2020-03-26 07:08:02";"2020-03-26 08:46:05";263;249,7
3;"2020-03-27 06:40:39";"2020-03-27 10:37:40";249,7;211,1
3;"2020-04-27 12:46:12";"2020-04-27 13:35:13";208,3;203,1
3;"2020-05-27 06:16:00";"2020-05-27 13:45:40";203,1;111
3;"2020-06-26 14:11:35";"2020-06-26 14:18:52";99,8;193,4
